,title,genre,rating,runtime,age_rating,years
50,CSI: Crime Scene Investigation,"Crime, Drama, Mystery",7.6,60 min,TV-14,(2000–2015)
51,The West Wing,Drama,8.8,44 min,TV-14,(1999–2006)
52,Virgin River,"Drama, Romance",7.5,44 min,TV-14,(2019– )
53,Black Sails,"Adventure, Drama",8.2,56 min,TV-MA,(2014–2017)
54,Malcolm in the Middle,"Comedy, Family",8.0,22 min,TV-PG,(2000–2006)
55,Prodigal Son,"Crime, Drama, Mystery",7.7,44 min,TV-14,(2019– )
56,Monk,"Comedy, Crime, Drama",8.0,44 min,TV-PG,(2002–2009)
57,Married... with Children,Comedy,8.0,22 min,TV-PG,(1987–1997)
58,Kingdom,Drama,8.5,43 min,TV-MA,(2014–2017)
59,Fleabag,"Comedy, Drama",8.7,27 min,TV-MA,(2016–2019)
60,"Murder, She Wrote","Crime, Drama, Mystery",7.0,50 min,TV-PG,(1984–1996)
61,Little House on the Prairie,"Drama, Family, Romance",7.4,60 min,TV-PG,(1974–1983)
62,M*A*S*H,"Comedy, Drama, War",8.4,25 min,TV-PG,(1972–1983)
63,Sex and the City,"Comedy, Drama, Romance",7.1,30 min,TV-MA,(1998–2004)
64,The Promised Neverland,"Animation, Adventure, Drama",8.6,23 min,TV-14,(2019–2021)
65,Raised by Wolves,"Drama, Fantasy, Sci-Fi",7.6,N/A,TV-MA,(2020– )
66,Entourage,"Comedy, Drama",8.4,28 min,TV-MA,(2004–2011)
67,Designated Survivor,"Action, Drama, Mystery",7.5,60 min,TV-14,(2016–2019)
68,The Man in the High Castle,"Drama, Sci-Fi, Thriller",8.0,60 min,TV-MA,(2015–2019)
69,The Leftovers,"Drama, Fantasy, Mystery",8.3,60 min,TV-MA,(2014–2017)
70,Altered Carbon,"Action, Drama, Sci-Fi",8.0,60 min,TV-MA,(2018–2020)
71,9-1-1: Lone Star,"Action, Drama, Thriller",6.7,43 min,TV-14,(2020– )
72,Pretty Little Liars,"Drama, Mystery, Romance",7.4,44 min,TV-14,(2010–2017)
73,What We Do in the Shadows,"Comedy, Fantasy, Horror",8.5,30 min,TV-MA,(2019– )
74,Boy Meets World,"Comedy, Drama, Family",8.1,23 min,TV-G,(1993–2000)
75,Boardwalk Empire,"Crime, Drama, History",8.5,55 min,TV-MA,(2010–2014)
76,Revenge,"Drama, Mystery, Thriller",7.8,44 min,TV-14,(2011–2015)
77,Black Clover,"Animation, Action, Adventure",8.1,24 min,TV-PG,(2017–2021)
78,Everything's Gonna Be Okay,Comedy,7.3,30 min,TV-14,(2020– )
79,The O.C.,"Comedy, Drama, Romance",7.5,44 min,TV-PG,(2003–2007)
80,Grace and Frankie,Comedy,8.3,30 min,TV-MA,(2015– )
81,Person of Interest,"Action, Crime, Drama",8.4,43 min,TV-14,(2011–2016)
82,Elite,"Crime, Drama, Thriller",7.6,60 min,TV-MA,(2018– )
83,Big Time Rush,"Comedy, Family, Musical",6.3,25 min,TV-G,(2009–2013)
84,Endeavour,"Crime, Drama, Mystery",8.6,89 min,TV-14,(2012– )
85,Final Space,"Animation, Action, Adventure",8.3,30 min,TV-14,(2018– )
86,White Collar,"Comedy, Crime, Drama",8.2,40 min,TV-PG,(2009–2014)
87,Battlestar Galactica,"Action, Adventure, Drama",8.7,44 min,TV-14,(2004–2009)
88,Archer,"Animation, Action, Comedy",8.6,22 min,TV-MA,(2009– )
89,Outer Banks,"Action, Crime, Drama",7.6,50 min,TV-MA,(2020– )
90,Longmire,"Action, Crime, Drama",8.3,60 min,TV-14,(2012–2017)
91,Saturday Night Live,"Comedy, Music",8.0,90 min,TV-14,(1975– )
92,Charmed,"Drama, Fantasy, Mystery",7.1,42 min,TV-14,(1998–2006)
93,Call the Midwife,"Drama, History",8.4,60 min,TV-PG,(2012– )
94,13 Reasons Why,"Drama, Mystery, Thriller",7.6,60 min,TV-MA,(2017–2020)
95,Hunter x Hunter,"Animation, Action, Adventure",8.9,24 min,TV-14,(2011–2014)
96,Death Note,"Animation, Crime, Drama",9.0,24 min,TV-14,(2006–2007)
97,The Magicians,"Drama, Fantasy, Mystery",7.6,60 min,TV-14,(2015–2020)
98,FBI: Most Wanted,"Action, Crime, Drama",6.7,45 min,TV-14,(2020– )
99,Harrow,"Crime, Drama, Mystery",7.6,60 min,Not Rated,(2018– )
100,Barry,"Action, Comedy, Crime",8.3,30 min,TV-MA,(2018– )
101,The Good Fight,"Crime, Drama",8.3,45 min,TV-MA,(I) (2017– )
102,Perry Mason,"Crime, Drama, Mystery",8.2,60 min,TV-PG,(1957–1966)
103,Vera,"Crime, Drama, Mystery",8.0,90 min,TV-PG,(2011– )
104,Nancy Drew,"Drama, Fantasy, Horror",6.3,44 min,TV-14,(2019– )
105,Atlanta,"Comedy, Drama, Music",8.6,30 min,TV-MA,(2016– )
106,Gossip Girl,"Drama, Romance",7.4,42 min,TV-14,(2007–2012)
107,Chuck,"Action, Comedy, Drama",8.2,43 min,TV-14,(2007–2012)
108,Silent Witness,"Crime, Drama, Mystery",7.8,120 min,TV-14,(1996– )
109,The Orville,"Adventure, Comedy, Drama",8.0,44 min,TV-14,(2017– )
110,The Golden Girls,"Comedy, Drama",7.9,30 min,TV-PG,(1985–1992)
111,The Great,"Biography, Comedy, Drama",8.1,45 min,TV-MA,(2020– )
112,The Tudors,"Drama, History, Romance",8.1,60 min,TV-MA,(2007–2010)
113,Friday Night Lights,"Drama, Sport",8.6,44 min,TV-14,(2006–2011)
114,Major Crimes,"Action, Crime, Drama",7.7,43 min,Not Rated,(2012–2018)
115,The Fall,"Crime, Drama, Thriller",8.2,60 min,TV-MA,(I) (2013–2016)
116,American Dad!,"Animation, Comedy",7.3,22 min,TV-14,(2005– )
117,Dead to Me,"Comedy, Drama",8.0,30 min,TV-MA,(2019– )
118,Futurama,"Animation, Comedy, Sci-Fi",8.4,22 min,TV-14,(1999–2013)
119,Luther,"Crime, Drama, Mystery",8.5,60 min,TV-MA,(2010–2019)
120,Silicon Valley,Comedy,8.5,28 min,TV-MA,(2014–2019)
121,Ugly Betty,"Comedy, Drama, Romance",6.5,60 min,TV-PG,(2006–2010)
122,Skins,Drama,8.2,46 min,TV-MA,(2007–2013)
123,Star Trek: Enterprise,"Action, Adventure, Drama",7.5,60 min,TV-PG,(2001–2005)
124,The Affair,Drama,7.9,60 min,TV-MA,(2014–2019)
125,JoJo's Bizarre Adventure,"Animation, Action, Adventure",8.4,30 min,TV-MA,(2012– )
126,Ray Donovan,"Crime, Drama",8.3,60 min,TV-MA,(2013–2020)
127,Fullmetal Alchemist: Brotherhood,"Animation, Action, Adventure",9.1,24 min,TV-14,(2009–2012)
128,Pose,Drama,8.6,60 min,TV-MA,(2018–2021)
129,Lovecraft Country,"Drama, Fantasy, Horror",7.1,60 min,TV-MA,(2020– )
130,Kim's Convenience,Comedy,8.2,22 min,TV-14,(2016–2021)
131,Firefly,"Adventure, Drama, Sci-Fi",9.0,44 min,TV-14,(2002–2003)
132,American Crime Story,"Biography, Crime, Drama",8.4,42 min,TV-MA,(2016– )
133,The Brokenwood Mysteries,"Crime, Drama, Mystery",7.9,90 min,Not Rated,(2014– )
134,New Tricks,"Comedy, Crime, Drama",7.8,60 min,TV-14,(2003–2015)
135,The Outsider,"Crime, Drama, Fantasy",7.8,60 min,TV-MA,(2020)
136,Bloodline,"Drama, Thriller",7.9,60 min,TV-MA,(2015–2017)
137,Gunsmoke,Western,7.9,60 min,TV-PG,(1955–1975)
138,Good Trouble,"Comedy, Drama, Romance",7.5,45 min,TV-14,(2019– )
139,Poldark,"Drama, History, Romance",8.3,60 min,TV-14,(2015–2019)
140,Reign,"Drama, Fantasy",7.5,42 min,TV-14,(2013–2017)
141,Deadwood,"Crime, Drama, History",8.6,55 min,TV-MA,(2004–2006)
142,Angel,"Action, Drama, Fantasy",7.9,44 min,TV-14,(1999–2004)
143,Jane the Virgin,Comedy,7.8,60 min,TV-PG,(2014–2019)
144,Burn Notice,"Action, Crime, Drama",7.9,44 min,TV-PG,(2007–2013)
145,Alias,"Action, Drama, Mystery",7.6,42 min,TV-14,(2001–2006)
146,Goliath,Drama,8.2,60 min,TV-MA,(2016– )
147,Rome,"Action, Drama, History",8.7,52 min,TV-MA,(2005–2007)
148,Sense8,"Drama, Mystery, Sci-Fi",8.3,60 min,TV-MA,(2015–2018)
149,Scandal,"Drama, Thriller",7.7,43 min,TV-14,(2012–2018)
150,Genius,"Biography, Drama, History",8.3,43 min,TV-14,(I) (2017– )
151,Hunters,"Crime, Drama, Mystery",7.2,60 min,TV-MA,(2020– )
152,Derry Girls,Comedy,8.4,30 min,TV-MA,(2018– )
153,iCarly,"Comedy, Family, Romance",6.6,30 min,TV-PG,(2007–2012)
154,The Killing,"Crime, Drama, Mystery",8.2,45 min,TV-14,(2011–2014)
155,Narcos: Mexico,"Crime, Drama",8.4,50 min,TV-MA,(2018– )
156,Six Feet Under,"Comedy, Drama",8.7,55 min,TV-MA,(2001–2005)
157,Twin Peaks,"Crime, Drama, Fantasy",8.5,60 min,TV-MA,(2017)
158,See,"Action, Drama, Sci-Fi",7.6,60 min,TV-MA,(2019– )
159,Father Brown,"Crime, Drama, Mystery",7.7,52 min,TV-PG,(2013– )
160,Anne with an E,"Drama, Family",8.7,60 min,TV-PG,(2017–2019)
161,Cheers,"Comedy, Drama",7.8,22 min,TV-PG,(1982–1993)
162,Grimm,"Crime, Drama, Fantasy",7.8,45 min,TV-14,(2011–2017)
163,Heroes,"Drama, Fantasy, Sci-Fi",7.5,45 min,TV-14,(II) (2006–2010)
164,Big Mouth,"Animation, Comedy, Romance",8.0,30 min,TV-MA,(2017– )
165,Search Party,"Comedy, Crime, Drama",7.7,24 min,TV-MA,(2016– )
