,title,genre,rating,runtime,age_rating,years
26,Another Life,"Adventure, Drama, Mystery",5.0,43 min,TV-MA,(2019– )
27,MacGyver,"Action, Adventure, Crime",7.7,48 min,TV-PG,(1985–1992)
28,Bluey,"Animation, Short, Family",9.7,7 min,TV-Y,(2018– )
29,Warehouse 13,"Drama, Mystery, Sci-Fi",7.6,43 min,TV-14,(2009–2014)
30,Workaholics,Comedy,8.1,22 min,TV-14,(2011–2017)
31,Dirty John,"Crime, Drama",7.2,44 min,TV-14,(2018– )
32,Quantico,"Crime, Drama, Mystery",6.7,42 min,TV-14,(2015–2018)
33,Beck,"Crime, Mystery, Thriller",7.4,90 min,Not Rated,(1997– )
34,Utopia,"Action, Drama, Mystery",6.7,55 min,TV-MA,(2020)
35,Benidorm,Comedy,7.4,30 min,Not Rated,(2007–2018)
36,Batman,"Action, Adventure, Comedy",7.5,25 min,TV-G,(1966–1968)
37,The Grand Tour,"Comedy, Talk-Show",8.7,60 min,TV-14,(2016– )
38,Counterpart,"Drama, Sci-Fi, Thriller",8.1,60 min,TV-MA,(2017–2019)
39,Dollface,Comedy,7.4,29 min,TV-MA,(2019– )
40,Reba,"Comedy, Drama",6.5,30 min,TV-PG,(2001–2007)
41,I May Destroy You,Drama,8.1,30 min,TV-MA,(2020)
42,Doctor Who,"Adventure, Drama, Family",8.4,45 min,TV-PG,(1963–1989)
43,The Wonder Years,"Comedy, Drama, Family",8.3,22 min,TV-PG,(1988–1993)
44,Halt and Catch Fire,Drama,8.4,60 min,TV-14,(2014–2017)
45,Bunk'd,"Comedy, Family",5.4,30 min,TV-G,(2015–2021)
46,NYPD Blue,"Crime, Drama, Mystery",7.6,45 min,TV-14,(1993–2005)
47,Dr. Stone,"Animation, Action, Adventure",8.2,23 min,TV-14,(2019– )
48,The Missing,"Crime, Drama, Mystery",8.2,60 min,TV-14,(2014–2016)
49,Nashville,"Drama, Music, Romance",7.7,43 min,TV-PG,(2012–2018)
50,DuckTales,"Animation, Action, Adventure",8.3,21 min,TV-Y,(2017–2021)
51,The Gifted,"Action, Drama, Fantasy",7.3,43 min,TV-14,(2017–2019)
52,The League,"Comedy, Sport",8.2,22 min,TV-MA,(I) (2009–2015)
53,The Last Ship,"Action, Drama, Sci-Fi",7.5,60 min,TV-14,(2014–2018)
54,Hannah Montana,"Comedy, Family, Music",5.1,23 min,TV-G,(2006–2011)
55,The Deuce,Drama,8.1,60 min,TV-MA,(2017–2019)
56,Tin Star,"Crime, Drama, Thriller",7.3,60 min,TV-MA,(2017–2020)
57,In the Dark,"Comedy, Crime, Drama",7.5,42 min,TV-14,(2019– )
58,The Knick,"Drama, History",8.5,58 min,TV-MA,(2014–2015)
59,Charlie's Angels,"Action, Adventure, Crime",6.5,60 min,TV-PG,(1976–1981)
60,Timeless,"Action, Adventure, Drama",7.7,60 min,TV-14,(2016–2018)
61,Hogan's Heroes,"Comedy, War",7.9,25 min,TV-PG,(1965–1971)
62,90210,"Comedy, Drama, Romance",6.1,60 min,TV-14,(2008–2013)
63,Escape to the Chateau,Documentary,8.7,N/A,TV-PG,(2016–2021)
64,Nailed It!,Reality-TV,7.4,33 min,TV-PG,(2018– )
65,Matlock,"Crime, Drama, Mystery",7.0,60 min,TV-PG,(1986–1995)
66,The Bureau,Drama,8.7,52 min,TV-MA,(2015– )
67,Dark Desire,"Drama, Mystery, Thriller",6.4,N/A,TV-MA,(2020– )
68,Kung Fu,"Adventure, Drama, Western",7.7,60 min,TV-PG,(1972–1975)
69,The Order,"Drama, Fantasy, Horror",6.8,60 min,TV-MA,(2019–2020)
70,The Last Man on Earth,"Action, Comedy, Drama",7.3,22 min,TV-14,(2015–2018)
71,The Righteous Gemstones,"Comedy, Drama",8.0,36 min,TV-MA,(2019– )
72,"Roswell, New Mexico","Drama, Romance, Sci-Fi",6.2,45 min,TV-14,(2019– )
73,Kingdom,"Action, Drama, Horror",8.4,45 min,TV-MA,(2019– )
74,Private Eyes,"Comedy, Crime, Drama",7.4,43 min,TV-PG,(2016– )
75,Naked and Afraid,"Adventure, Reality-TV",6.7,43 min,TV-14,(2013– )
76,Borgen,Drama,8.5,58 min,TV-14,(2010– )
77,Love,"Comedy, Drama, Romance",7.7,50 min,TV-MA,(2016–2018)
78,Grantchester,"Crime, Drama, Mystery",7.9,45 min,TV-14,(2014– )
79,The Young and the Restless,"Drama, Romance",5.1,60 min,TV-14,(1973– )
80,Workin' Moms,Comedy,7.6,30 min,TV-MA,(2017– )
81,Below Deck,Reality-TV,7.3,43 min,TV-14,(2013– )
82,The Girlfriend Experience,Drama,7.1,27 min,TV-MA,(2016– )
83,Santa Clarita Diet,"Comedy, Horror",7.8,30 min,TV-MA,(2017–2019)
84,Life in Pieces,Comedy,8.0,22 min,TV-14,(2015–2019)
85,Versailles,"Biography, Drama, History",7.9,52 min,TV-MA,(2015–2018)
86,Space Force,Comedy,6.8,30 min,TV-MA,(2020– )
87,People of Earth,"Comedy, Mystery, Sci-Fi",7.7,30 min,TV-MA,(2016–2017)
88,Heartbeat,"Drama, Comedy, Crime",6.7,50 min,TV-PG,(1992–2010)
89,Never Have I Ever,Comedy,7.9,30 min,TV-14,(2020– )
90,Happy Days,"Comedy, Family, Music",7.4,30 min,TV-G,(1974–1984)
91,7th Heaven,"Comedy, Drama, Family",5.2,60 min,TV-G,(1996–2007)
92,General Hospital,"Crime, Drama, Romance",6.5,60 min,TV-PG,(1963– )
93,The Twilight Zone,"Drama, Fantasy, Horror",5.8,60 min,TV-MA,(2019–2020)
94,Future Man,"Action, Adventure, Comedy",7.7,30 min,TV-MA,(2017–2020)
95,Homecoming,"Drama, Mystery, Thriller",7.5,30 min,TV-MA,(2018– )
96,Empire,"Drama, Music",7.4,42 min,TV-14,(2015–2020)
97,The Mindy Project,Comedy,7.4,30 min,TV-14,(2012–2017)
98,The Inbetweeners,Comedy,8.4,25 min,TV-14,(2008–2010)
99,Ballers,"Comedy, Drama, Sport",7.6,30 min,TV-MA,(2015–2019)
100,12 Monkeys,"Adventure, Drama, Mystery",7.7,42 min,TV-14,(2015–2018)
101,The Restaurant,Drama,8.2,60 min,TV-14,(2017– )
102,The Virginian,Western,7.6,75 min,TV-PG,(1962–1971)
103,Temptation Island,Reality-TV,6.0,42 min,TV-14,(2019– )
104,I Am Not Okay with This,"Comedy, Sci-Fi",7.6,30 min,TV-MA,(2020)
105,Impractical Jokers,"Comedy, Reality-TV",8.6,30 min,TV-14,(2011– )
106,Easy,Comedy,6.9,30 min,TV-MA,(2016– )
107,Spinning Out,"Drama, Sport",7.6,48 min,TV-MA,(2020)
108,Ash vs Evil Dead,"Comedy, Horror",8.4,30 min,TV-MA,(2015–2018)
109,Marco Polo,"Adventure, Drama, History",8.0,60 min,TV-MA,(2014–2016)
110,Last Tango in Halifax,"Comedy, Drama, Romance",8.3,60 min,TV-14,(2012–2020)
111,Unbreakable Kimmy Schmidt,Comedy,7.6,30 min,TV-14,(2015–2019)
112,Safe,"Crime, Drama, Mystery",7.3,60 min,TV-MA,(2018)
113,Swamp Thing,"Action, Adventure, Drama",7.5,60 min,TV-MA,(2019)
114,From Dusk Till Dawn: The Series,"Action, Crime, Horror",6.9,45 min,TV-MA,(2014–2016)
115,Quantum Leap,"Action, Adventure, Drama",8.1,60 min,TV-PG,(1989–1993)
116,Survivor,"Adventure, Game-Show, Reality-TV",7.2,60 min,TV-PG,(2000– )
117,Runaways,"Action, Drama, Sci-Fi",7.0,60 min,TV-14,(2017–2019)
118,The Masked Singer,"Game-Show, Music, Reality-TV",6.2,60 min,TV-PG,(2019–2021)
119,White Lines,"Crime, Drama, Mystery",6.6,60 min,TV-MA,(2020)
120,Dennis the Menace,"Comedy, Family",7.1,30 min,TV-G,(1959–1963)
121,21 Jump Street,"Crime, Drama, Mystery",7.3,60 min,TV-14,(1987–1991)
122,Love Life,"Comedy, Romance",7.5,N/A,TV-MA,(2020– )
123,It's Okay to Not Be Okay,"Comedy, Drama, Romance",8.7,70 min,TV-MA,(2020)
124,Wayne,"Action, Comedy",8.4,30 min,TV-MA,(2019)
125,Bleach,"Animation, Action, Adventure",8.1,24 min,TV-14,(2004–2012)
126,McLeod's Daughters,"Drama, Romance, Western",7.2,45 min,TV-14,(2001–2009)
127,Episodes,Comedy,7.8,30 min,TV-MA,(2011–2017)
128,Miracle Workers,"Comedy, Drama, Fantasy",7.0,22 min,TV-14,(2019– )
129,Bonanza,Western,7.3,49 min,TV-PG,(1959–1973)
130,TURN: Washington's Spies,"Drama, History, War",8.1,60 min,TV-14,(2014–2017)
131,Project Blue Book,"Drama, Mystery, Sci-Fi",7.7,45 min,TV-14,(2019–2020)
132,Crazy Ex-Girlfriend,"Comedy, Musical",7.8,42 min,TV-14,(2015–2019)
133,The Cosby Show,"Comedy, Family, Romance",7.3,30 min,TV-G,(1984–1992)
134,Raising Hope,"Comedy, Family",8.0,22 min,TV-PG,(2010–2014)
135,Dragon Ball Z,"Animation, Action, Adventure",8.7,24 min,TV-PG,(1996–2003)
136,Ripper Street,"Crime, Drama, Mystery",8.1,59 min,TV-MA,(2012–2016)
137,Wings,"Comedy, Drama",7.2,30 min,TV-PG,(1990–1997)
138,Peep Show,Comedy,8.6,25 min,TV-MA,(2003–2015)
139,Mirzapur,"Action, Crime, Drama",8.4,60 min,TV-MA,(2018– )
140,Siren,"Drama, Fantasy",7.0,60 min,TV-PG,(2018– )
141,Gilligan's Island,"Comedy, Family",7.4,30 min,TV-G,(1964–1967)
142,Days of Our Lives,"Drama, Romance",5.1,60 min,TV-14,(1965– )
143,StartUp,"Crime, Thriller",8.0,44 min,Not Rated,(2016–2018)
144,Fawlty Towers,Comedy,8.7,30 min,TV-PG,(1975–1979)
145,Fruits Basket,"Animation, Comedy, Drama",8.5,23 min,TV-14,(2019– )
146,The Neighborhood,Comedy,6.4,30 min,TV-PG,(I) (2018– )
147,Criminal: UK,"Crime, Drama, Thriller",7.6,43 min,TV-MA,(2019– )
148,Warrior Nun,"Action, Drama, Fantasy",6.8,N/A,TV-MA,(2020– )
149,Beforeigners,"Crime, Drama, Sci-Fi",7.8,45 min,TV-14,(2019– )
150,Offspring,"Comedy, Drama",8.3,60 min,TV-MA,(2010–2017)
151,Ghost Whisperer,"Drama, Fantasy",6.4,60 min,TV-PG,(2005–2010)
152,Dirk Gently's Holistic Detective Agency,"Action, Adventure, Comedy",8.3,60 min,TV-14,(2016–2017)
153,Punky Brewster,Comedy,6.8,N/A,TV-PG,(2021– )
154,Ally McBeal,"Comedy, Drama, Fantasy",6.8,45 min,TV-PG,(1997–2002)
